title,url,contributors,date,format,fulltext_url,trove_id,language,rights,pages,form,volume,parent,children
"Shura Cherkassky : Town Hall, Sydney",https://trove.nla.gov.au/work/10642102,,1928,Book/Illustrated|Book,http://nla.gov.au/nla.obj-520856960,nla.obj-520856960,,,16,Book,,,
The achievement of national prosperity / lecture by Arthur Rickard,https://trove.nla.gov.au/work/10648977,"Rickard, Arthur, Sir, 1868-1948",1930,Book,https://nla.gov.au/nla.obj-2940012127,nla.obj-2940012127,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,28,Book,,,
Ye rambles & exploits of Professor Chunk / by John Dunbar Dobson ; illustrated and lithographed by Charles Turner,https://trove.nla.gov.au/work/10661835,"Dobson, John Dunbar",1870-1880,Book|Book/Illustrated,http://nla.gov.au/nla.obj-271492229,nla.obj-271492229,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,29,Book,,,
John Newland : an account of the founder of Bathgate Academy / by David Graham,https://trove.nla.gov.au/work/10669576,"Graham, David",1901,Book|Book/Illustrated,http://nla.gov.au/nla.obj-551396052,nla.obj-551396052,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,166,Book,,,
Les propos de Labienus / par M. [A.] Rogeard ; translated by G.W. Rusden,https://trove.nla.gov.au/work/10693957,"Rogeard, A. (Auguste), 1820-1896",1865-1874,Book,http://nla.gov.au/nla.obj-74356821,nla.obj-74356821,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,12,Book,,,
A sketch of the progress and resources of New South Wales / by Greville Tregarthen,https://trove.nla.gov.au/work/10694057,"Tregarthen, Greville",1892-1893,Book|Book/Illustrated|Government publication,https://nla.gov.au/nla.obj-706170170,nla.obj-706170170,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,58,Book,,,
The Service Tasmania story / Victoria Rigney,https://trove.nla.gov.au/work/10695461,Tasmania. Department of Premier and Cabinet,2003,Government publication|Book|Book/Illustrated,https://nla.gov.au/nla.obj-1382075754,nla.obj-1382075754,,,0,Digital Publication,,,
Williamson & Thomas's Launceston almanac for 1866,https://trove.nla.gov.au/work/10699871,Williamson & Thomas,1866,Book,https://nla.gov.au/nla.obj-2910528142,nla.obj-2910528142,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,38,Book,,,
BUSINESS OF THE SENATE 1 January to 31 December 2003 (30 June 2004),https://trove.nla.gov.au/work/10723981,Australia. Parliament. Senate| The Senate| Australia. Parliament. Senate,2003-2004,Article/Journal or magazine article|Government publication|Article|Book,https://nla.gov.au/nla.obj-1133180880,nla.obj-1133180880,,,156,Journal,,,
"New South Wales pocket almanack and colonial remembrancer, 1806 / [compiled and published by George Howe]",https://trove.nla.gov.au/work/10726996,"Howe, George, 1769 or 1771-1821",1966,Book/Illustrated|Book|Government publication,https://nla.gov.au/nla.obj-2968673884,nla.obj-2968673884,,,62,Book,,,
Australia's fighting sons of the empire : portraits and biographies of Australians in the Great War,https://trove.nla.gov.au/work/10728935,,1919,Book/Illustrated|Book,http://nla.gov.au/nla.obj-35909257,nla.obj-35909257,,,400,Book,,,
"Deed of settlement of the Hunter River New Steam Navigation Company, Incorporated, 1852",https://trove.nla.gov.au/work/10730609,Hunter River New Steam Navigation Company,1852,Book|Government publication,https://nla.gov.au/nla.obj-406553423,nla.obj-406553423,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,40,Book,,,
"A controversy between an English Catholic and the Rev. John M'Gibbon, B.A., (Presbyterian minister) on the Bible and the Reformation : originally published in the ""Empire"" newspaper",https://trove.nla.gov.au/work/10734171,"Heydon, J. K. (Jabez King)",1865,Book,http://nla.gov.au/nla.obj-395262361,nla.obj-395262361,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,60,Book,,,
"Changing coastlines : putting Australia on the world map, 1493-1993 / edited by Michael Richards and Maura O'Connor",https://trove.nla.gov.au/work/10735772,National Library of Australia,1993,Government publication|Book|Archived website|Book/Illustrated,https://nla.gov.au/nla.obj-5039155,nla.obj-5039155,English,In Copyright,36,Book,,,
"National health week, October 20 to 27, 1950",https://trove.nla.gov.au/work/10740506,Australian Mutual Provident Society,1950,Book,https://nla.gov.au/nla.obj-2670751155,nla.obj-2670751155,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
"Act no. 30, 1945, Sir Joseph Banks Memorial",https://trove.nla.gov.au/work/10746745,New South Wales,1945,Book|Government publication,https://nla.gov.au/nla.obj-2707517610,nla.obj-2707517610,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
"Narrative of an expedition, undertaken under the direction of the late Mr. Assistant Surveyor E.B. Kennedy, for the exploration of the country lying between Rockingham Bay and Cape York / by Wm. Carron",https://trove.nla.gov.au/work/10748098,"Carron, William, 1823-1876",1849-1996,Book|Book/Illustrated,http://nla.gov.au/nla.obj-489626829,nla.obj-489626829,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,196,Book,,,
The meat export trade / by Cuthbert Fetherstonehaugh ; transcription by Ian J. Itter,https://trove.nla.gov.au/work/10748675,"Fetherstonhaugh, Cuthbert, 1837-1925",1894-2012,Book/Illustrated|Book,https://nla.gov.au/nla.obj-270533417,nla.obj-270533417,,,0,Digital Publication,,,
The British lion : an Australian artist's impressions of London / by Charles Nuttall,https://trove.nla.gov.au/work/10752629,"Nuttall, Charles, 1872-1934",1910,Book|Book/Illustrated,http://nla.gov.au/nla.obj-52807755,nla.obj-52807755,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,2,Book,,,
National insurance : a summary of the principles of the Australian National Health and Pensions Insurance Act 1938,https://trove.nla.gov.au/work/10756702,Australia. National Insurance Commission,1938,Book|Government publication,https://nla.gov.au/nla.obj-674601980,nla.obj-674601980,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,60,Book,,,
"The celebrated jumping frog of Calaveras County, and other sketches / by Mark Twain",https://trove.nla.gov.au/work/1076473,"Twain, Mark, 1835-1910",1867-2019,Book|Book/Illustrated|Audio book,https://nla.gov.au/nla.obj-391291520,nla.obj-391291520,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,88,Book,,,
Paradise lost. A poem in twelve books. The author John Milton,https://trove.nla.gov.au/work/1077095,"Milton, John, 1608-1674",1667-2010,Book|Book/Illustrated|Microform|Book/Braille|Audio book,http://nla.gov.au/nla.obj-52774913,nla.obj-52774913,,,170,Book,,,
Marjorie May learns about life / by Mary Pauline Callender,https://trove.nla.gov.au/work/10779790,"Callender, Mary Pauline",1930,Book,http://nla.gov.au/nla.obj-20259296,nla.obj-20259296,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
Marjorie May's twelfth birthday / by Mary Pauline Callender,https://trove.nla.gov.au/work/10779865,"Callender, Mary Pauline",1932,Book,http://nla.gov.au/nla.obj-20263790,nla.obj-20263790,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,14,Book,,,
A visit to the Zoological Gardens in the Regent's Park : interspersed with a familiar description of the manners and habits of the animals contained therein ... / by J. Bishop,https://trove.nla.gov.au/work/10781334,"Bishop, J. (James), active 1825-1859",1836,Book/Illustrated|Book,http://nla.gov.au/nla.obj-740610508,nla.obj-740610508,,,64,Book,,,
Oriomo Oil Ltd : [shares offer],https://trove.nla.gov.au/work/10782042,Oriomo Oil,1926,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2496006570,nla.obj-2496006570,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,2,Book,,,
"Concise history of the acclimatisation of the Salmonidae / by P.S. Seager, Secretary to the Fisheries Board of Tasmania",https://trove.nla.gov.au/work/10783974,"Seager, Philip S",1880-1888,Book|Government publication,http://nla.gov.au/nla.obj-489137612,nla.obj-489137612,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,26,Book,,,
"Tasmanian reserve management code of practice 2003 / compiled, edited and (partly written): Lynne Sparrow and Rolan Eberhard; published: Parks and Wildlife Service, Department of Tourism, Parks, Heritage and the Arts",https://trove.nla.gov.au/work/10792852,"Sparrow, Lynne",2003,Book/Illustrated|Government publication|Book,https://nla.gov.au/nla.obj-1382296575,nla.obj-1382296575,,,0,Digital Publication,,,
"Report in connection with the recent disturbances in, and the affairs of Tonga / Sir C. Mitchell",https://trove.nla.gov.au/work/10794508,"Mitchell, Charles Bullen Hugh Sir",1887,Book|Government publication|Book/Illustrated,http://nla.gov.au/nla.obj-427843962,nla.obj-427843962,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,18,Book,,,
"Where ""Empire"" productions are made",https://trove.nla.gov.au/work/10798442,Empire Works Company,1920-1929,Book|Book/Illustrated,http://nla.gov.au/nla.obj-94461055,nla.obj-94461055,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,32,Book,,,
Correspondence relating to the native population of Fiji,https://trove.nla.gov.au/work/10801110,Great Britain. Parliament. House of Commons,1885-1887,Book|Government publication,https://nla.gov.au/nla.obj-416302124,nla.obj-416302124,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,180,Book,,,
Ethnic Aged Project (30 June 1986),https://trove.nla.gov.au/work/10815513,Australian Institute of Multicultural Affairs| | Australian Institute of Multicultural Affairs,1983-1986,Article/Journal or magazine article|Book/Illustrated|Article|Book,https://nla.gov.au/nla.obj-1739974129,nla.obj-1739974129,,,60,Journal,,,
Western pioneers : the battle well fought / by J.E. Hammond ; edited by Osland K. Battye,https://trove.nla.gov.au/work/10823439,"Hammond, J. E. (Jesse E.), 1858",1936-1993,Book|Book/Illustrated|Government publication,http://nla.gov.au/nla.obj-32997461,nla.obj-32997461,,,260,Book,,,
"Diagram indicating diminution of artesian bore flows for decades 1914-1924-1934 / Department of Irrigation & Water Supply, Queensland",https://trove.nla.gov.au/work/10828253,Queensland. Department of Irrigation and Water Supply,1914-1934,Book|Book/Illustrated|Government publication,https://nla.gov.au/nla.obj-2496106131,nla.obj-2496106131,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
Prospectus of the Rainbow Gold Mining and Crushing Company,https://trove.nla.gov.au/work/10829441,Rainbow Gold Mining and Crushing Co,1900-1993,Book,https://nla.gov.au/nla.obj-2495704667,nla.obj-2495704667,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
Adelaide coins on view at National Art Gallery : outline of old history,https://trove.nla.gov.au/work/10838291,"Public Library, Museum and Art Gallery of South Australia",1909,Book|Book/Illustrated,http://nla.gov.au/nla.obj-88844290,nla.obj-88844290,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,2,Book,,,
The Dukduk association of New Britain / by R.H. Rickard ; presented by Lorimer Fison,https://trove.nla.gov.au/work/10838663,"Rickard, R. H",1891,Book,http://nla.gov.au/nla.obj-948105025,nla.obj-948105025,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,12,Book,,,
"A booke of fishing with hooke & line, and of all other instruments there-unto belonging : Another of sundrie engines and trappes to take polcats, buzards, rattes, mice and all other kinds of vermine & beasts whatsoever, most profitable for all warriners, and such as delight in this kinde of sport and pastime / made by L. M",https://trove.nla.gov.au/work/10838859,"Mascall, Leonard, d. 1589",1590-1973,Book|Book/Illustrated,http://nla.gov.au/nla.obj-658451934,nla.obj-658451934,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,100,Book,,,
Marcus Clarke : his work and genius / by A.W. Brazier,https://trove.nla.gov.au/work/10864377,"Brazier, Amos William",1902,Book,http://nla.gov.au/nla.obj-370377315,nla.obj-370377315,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,44,Book,,,
The pictorial guide to the Blue Mountains of New South Wales and to the districts between Parramatta and Bathurst including the Jenolan Caves : with maps and illustrations / complied and drawn from personal survey by J.E.M. Russell,https://trove.nla.gov.au/work/10873482,"Russell, J. E. M",1885,Book|Book/Illustrated,https://nla.gov.au/nla.obj-567085631,nla.obj-567085631,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,70,Book,,,
The lap of the gods / by Louis Stone,https://trove.nla.gov.au/work/10879007,"Stone, Louis, 1871-1935",1923-1993,Book,https://nla.gov.au/nla.obj-2357951900,nla.obj-2357951900,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,5,Book,,,
"[Single leaf from Leviticus, chapters VI and VII, of the Biblia latina, known as the 42-line Bible]",https://trove.nla.gov.au/work/10879831,,1455,Book,http://nla.gov.au/nla.obj-47610321,nla.obj-47610321,,,8,Book,,,
"The seven services of the bushlands : based on an address / given by E.H.F. Swain to the Sydney Federation of Bushwalkers, 18th May, 1945",https://trove.nla.gov.au/work/10885124,"Swain, E. H. F. (Edward Harold Fulcher), 1883-1970",1945,Book|Government publication,http://nla.gov.au/nla.obj-44334972,nla.obj-44334972,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,15,Book,,,
The child guidance clinic / by Harvey Sutton,https://trove.nla.gov.au/work/10885743,"Sutton, Harvey, 1882-1963",1935,Book,http://nla.gov.au/nla.obj-342332576,nla.obj-342332576,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
Immunisation against diphtheria,https://trove.nla.gov.au/work/10886215,Sydney Anti-Vivisection Society,1953,Book,https://nla.gov.au/nla.obj-2652128382,nla.obj-2652128382,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,6,Book,,,
"Record of Mr. H.J Hedger, 1881-1934, Superintendent / Sydney Industrial Blind Institution, Braille Library and Home Teaching Branch",https://trove.nla.gov.au/work/10887022,Sydney Industrial Blind Institution. Braille Library and Home Teaching Branch,1934,Book,https://nla.gov.au/nla.obj-2670759404,nla.obj-2670759404,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
Dainty recipes for Red Seal Jackett's self-raising flour,https://trove.nla.gov.au/work/10892281,Jackett Bros,1950-1959,Book,https://nla.gov.au/nla.obj-41960466,nla.obj-41960466,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,24,Book,,,
The Early history of Mount Eliza on the Mornington Peninsula,https://trove.nla.gov.au/work/10895679,Mt. Eliza Progress Association,1926-1985,Book|Book/Illustrated,http://nla.gov.au/nla.obj-43723395,nla.obj-43723395,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,34,Book,,,
The climate and meteorology of Australia / H.A. Hunt,https://trove.nla.gov.au/work/10919499,"Hunt, H. A. (Henry Ambrose)",1908-1946,Book|Book/Illustrated|Government publication,https://nla.gov.au/nla.obj-489079439,nla.obj-489079439,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,40,Book,,,
L'oeuvre ethnographique de Nicolas-Martin Petit : dessinateur a bord du Geographe (1801-1804) / par E.-T. Hamy,https://trove.nla.gov.au/work/10921883,"Hamy, E. T., 1842-1908",1891,Book,http://nla.gov.au/nla.obj-366608706,nla.obj-366608706,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,28,Book,,,
Les Postes francaises en Extreme-Orient / [par] J. Desrousseaux ... [et al.],https://trove.nla.gov.au/work/10925515,"Desrousseaux, Jacques",1972,Book|Book/Illustrated,http://nla.gov.au/nla.obj-51074667,nla.obj-51074667,French,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,40,Book,,,
Visit of French prime minister to the Australian troops,https://trove.nla.gov.au/work/10925898,"Clemenceau, Georges, 1841-1929",1920,Book|Government publication,https://nla.gov.au/nla.obj-2670827319,nla.obj-2670827319,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,6,Book,,,
"Lost in the bush : a true tale, and The idiot / by A.V.E.N",https://trove.nla.gov.au/work/10927309,A. V. E. N,1865,Book|Microform,http://nla.gov.au/nla.obj-70650432,nla.obj-70650432,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,32,Book,,,
"Pomare, Queen of Tahiti : a poem, with notes and an appendix",https://trove.nla.gov.au/work/10927500,"Williams, Samuel Tamatoa",1847,Book,https://nla.gov.au/nla.obj-77100308,nla.obj-77100308,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,52,Book,,,
"Three interesting narratives : illustrated by lantern slides, also standard 35 mm. cinematograph film where facilities are available / by W.D. Walker",https://trove.nla.gov.au/work/10928822,"Walker, W. D",1935,Book|Book/Illustrated,http://nla.gov.au/nla.obj-88862902,nla.obj-88862902,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,3,Book,,,
A brief history of the New Britain Mission / by Benjamin Danks,https://trove.nla.gov.au/work/10929207,"Danks, B. (Benjamin), 1853-1921",1899-1901,Book|Book/Illustrated,https://nla.gov.au/nla.obj-18735341,nla.obj-18735341,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,55,Book,,,
"John Lees, the story of a remarkable life, pioneer, soldier, and settler : a glimpse at the early history of Australia / by Rev. S.C. Roberts, with an appreciation by Rev. James Colwell",https://trove.nla.gov.au/work/10929287,"Roberts, S. C. (Samuel Cuthbert)",1921-1924,Book|Book/Illustrated,http://nla.gov.au/nla.obj-366154257,nla.obj-366154257,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,26,Book,,,
"The critic in church, or, Melbourne preachers and preaching / [Howard Willoughby]",https://trove.nla.gov.au/work/10929653,"Willoughby, Howard",1872-2001,Book|Book/Illustrated,http://nla.gov.au/nla.obj-192942035,nla.obj-192942035,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,122,Book,,,
Planning the development of the Hunter Valley : we build the Glenbawn Dam,https://trove.nla.gov.au/work/10931571,New South Wales. Water Conservation and Irrigation Commission,1949,Book|Book/Illustrated|Government publication,https://nla.gov.au/nla.obj-2510676495,nla.obj-2510676495,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,8,Book,,,
Australia : zones A and B for income tax purposes (including special zone areas) Natmap,https://trove.nla.gov.au/work/10933834,Australia. Division of National Mapping,1984,Government publication|Map|Map/Atlas|Book,http://nla.gov.au/nla.obj-232818315,nla.obj-232818315,,,0,Picture,,,
Talks to beginners in beekeeping / by Pendrill C. Blacket,https://trove.nla.gov.au/work/10934263,"Blacket, Pendrill C",1934,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2819285379,nla.obj-2819285379,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,158,Book,,,
Service / W.A. Airways Ltd,https://trove.nla.gov.au/work/10934453,West Australian Airways,1925,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2498153537,nla.obj-2498153537,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,3,Book,,,
Fifty pounds for a play,https://trove.nla.gov.au/work/10935884,Western Australian Drama Festivals Inc,1938,Book,https://nla.gov.au/nla.obj-2478373449,nla.obj-2478373449,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,5,Book,,,
The economic value of our birds / F. Erasmus Wilson,https://trove.nla.gov.au/work/10938612,"Wilson, F. Erasmus",1915,Book|Book/Illustrated|Government publication,https://nla.gov.au/nla.obj-2544803620,nla.obj-2544803620,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,6,Book,,,
Facts about egret plumes / F. Erasmus Wilson,https://trove.nla.gov.au/work/10938711,"Wilson, F. Erasmus",1910,Book|Book/Illustrated|Government publication,https://nla.gov.au/nla.obj-2478217801,nla.obj-2478217801,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,5,Book,,,
Tao shuo / Zhu Yan,https://trove.nla.gov.au/work/1094001,"Zhu, Yan",1800-1968,Book,http://nla.gov.au/nla.obj-48084808,nla.obj-48084808,Chinese,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,125,Book,,,
Good service is good business : 7 simple strategies for success / Catherine DeVrye,https://trove.nla.gov.au/work/10941286,"DeVrye, Catherine",1900-2013,Book|Book/Illustrated,https://nla.gov.au/nla.obj-853066964,nla.obj-853066964,,,0,Digital Publication,,,
Diary of ten years eventful life of an early settler in western Australia : and also A descriptive vocabulary of the language of the aborigines. By George Fletcher Moore,https://trove.nla.gov.au/work/1094140,"Moore, George Fletcher, 1798-1886",1884,Book,https://nla.gov.au/nla.obj-1335970730,nla.obj-1335970730,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,582,Book,,,
"Decret de la Convention nationale, du 10 juin 1793, l'an second de la Republique francaise, une et indivisible, relatif a l'organisation du Jardin national des plantes et du Cabinet d'histoire naturelle, sous le nom du Museum d'histoire naturelle",https://trove.nla.gov.au/work/10954386,France,1793,Book|Government publication,http://nla.gov.au/nla.obj-52876531,nla.obj-52876531,French,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
The pilgrim's progress / John Bunyan,https://trove.nla.gov.au/work/1095520,"Bunyan, John, 1628-1688",1678-2021,Book|Book/Illustrated|Microform|Audio book|Book/Large print,http://nla.gov.au/nla.obj-44959088,nla.obj-44959088,,,147,Book,,,
Dancing instructions for the modern ballroom,https://trove.nla.gov.au/work/10959604,,1940-1949,Book/Illustrated|Book,https://nla.gov.au/nla.obj-489079426,nla.obj-489079426,,,20,Book,,,
The criticism of poetry / by F. L. Lucas,https://trove.nla.gov.au/work/10973675,"Lucas, F. L. (Frank Laurence), 1894-1967",1933-1976,Book,http://nla.gov.au/nla.obj-38063353,nla.obj-38063353,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,33,Book,,,
Koe Tohi himi `ae Jiaji Uesiliana `o Toga : moe Lotu tauma`u / koe fa`u he faifekau ko Toketa Moulitoni,https://trove.nla.gov.au/work/10982123,"Moulton, J. E. (James Egan), 1841-1909",1884-1911,Book,https://nla.gov.au/nla.obj-52774853,nla.obj-52774853,Tongan,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,387,Book,,,
"Decret de la Convention nationale, du 21.e jour du 1.er mois de l'an 2.e [i.e. October 13, 1793] de la Republique francoise, une et indivisible ... qui ordonne de faire retourner les plaques de cheminees ou contre-feux portant des signes de feodalite",https://trove.nla.gov.au/work/10986019,France,1793,Book|Government publication,https://nla.gov.au/nla.obj-19185004,nla.obj-19185004,French,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
China and the Far Eastern question : a study in political geography / by Rev. Dr. Eitel,https://trove.nla.gov.au/work/10989010,"Eitel, Ernest J. (Ernest John), 1838-1908",1900-1992,Book,http://nla.gov.au/nla.obj-394157852,nla.obj-394157852,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,24,Book,,,
Patents (30 June 1980),https://trove.nla.gov.au/work/11003124,"Australia. Patent, Trade Marks and Designs Office",1980-1990,Article/Journal or magazine article|Government publication|Article|Book,https://nla.gov.au/nla.obj-1535770110,nla.obj-1535770110,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,24,Journal,,,
Australian proposals for legislation for the control of restrictive trade practices and monopolies,https://trove.nla.gov.au/work/11016454,"Barwick, Garfield, Sir, 1903-1997",1963,Book|Government publication,http://nla.gov.au/nla.obj-52837370,nla.obj-52837370,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,20,Book,,,
Personnel management,https://trove.nla.gov.au/work/11020002,Australia. Public Service Board| | Australia. Public Service Board,1974-1978,Article/Journal or magazine article|Government publication|Article|Book,https://nla.gov.au/nla.obj-1586080011,nla.obj-1586080011,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,154,Journal,,,
Atlas ichthyologique des Indes orientales néêrlandaises : publié sous les auspices du gouvernement colonial néêrlandais / par M.- P. Bleeker,https://trove.nla.gov.au/work/11025484,"Bleeker, P. (Pieter), 1819-1878",1862-1989,Book|Book/Illustrated,https://nla.gov.au/nla.obj-55025119,nla.obj-55025119,French,Out of Copyright,11,Book,,,
Tertiary education 1985-87 : a program for growth / summary of the Triennial report of the Commonwealth Tertiary Education Commission,https://trove.nla.gov.au/work/11032990,Commonwealth Tertiary Education Commission (Australia),1984,Book|Article/Journal or magazine article|Book/Illustrated|Government publication|Article,https://nla.gov.au/nla.obj-1500901347,nla.obj-1500901347,,,28,Journal,,,
Henderson's Australian families : a genealogical and biographical record / compiled and edited by Alexander Henderson,https://trove.nla.gov.au/work/11037485,"Henderson, Alexander",1941-2004,Book|Book/Illustrated|Unpublished,http://nla.gov.au/nla.obj-77324219,nla.obj-77324219,English,In Copyright,453,Multi Volume Book,1,nla.obj-77324653,
Henderson's Australian families : a genealogical and biographical record / compiled and edited by Alexander Henderson,https://trove.nla.gov.au/work/11037485,"Henderson, Alexander",1941-2004,Book|Book/Illustrated|Unpublished,http://nla.gov.au/nla.obj-77324653,nla.obj-77324653,English,In Copyright,0,Multi Volume Book,,,nla.obj-77324219
"Australian Tourist Commission : annual report, 1983-84",https://trove.nla.gov.au/work/11046910,"Australian Tourist Commission| The Parliament of the
Commonwealth of Australia| Australian Tourist Commission",1984-1985,Article/Journal or magazine article|Book/Illustrated|Article|Book,https://nla.gov.au/nla.obj-956640388,nla.obj-956640388,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,44,Journal,,,
AUSTRALIAN TOURIST COMMISSION Annual Report 1984-85 (30 June 1985),https://trove.nla.gov.au/work/11046913,"Australian Tourist Commission| The Parliament of the
Commonwealth of Australia| Australian Tourist Commission",1985,Article/Journal or magazine article|Book/Illustrated|Article|Book,https://nla.gov.au/nla.obj-1277885479,nla.obj-1277885479,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,42,Journal,,,
GREAT BARRIER REEF MARINE PARK AUTHORITY Annual Report 1984-85 (30 June 1986),https://trove.nla.gov.au/work/11047037,"Great Barrier Reef Marine Park Authority| The Parliament of the
Commonwealth of Australia| Great Barrier Reef Marine Park Authority",1985-1986,Article/Journal or magazine article|Article|Book/Illustrated|Government publication|Book,https://nla.gov.au/nla.obj-1122555199,nla.obj-1122555199,,,100,Journal,,,
Australian mesozoic plants,https://trove.nla.gov.au/work/11061591,"Woodward, Henry, 1832-1921",1885,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2616870553,nla.obj-2616870553,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,8,Book,,,
"Three years with Thunderbolt : being the narrative of William Monckton, who for three years attended the famous outlaw, Frederick Ward, better known as Captain Thunderbolt, as servant, companion and intimate friend : during which period he shared the bushranger's crimes and perils, and was twice severely wounded in encounters with the police / edited by Ambrose Pratt",https://trove.nla.gov.au/work/11064388,"Monckton, William, 1853-",1821-1969,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2496111846,nla.obj-2496111846,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,218,Book,,,
"St. Paul's Church, Cooma ... Christmas carols 1887",https://trove.nla.gov.au/work/11067073,"St. Paul's Church (Cooma, N.S.W.)",1887,Book,http://nla.gov.au/nla.obj-62337324,nla.obj-62337324,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
"Deep-sea melody : a description in verse of the passage of the Barque ""Serena"" from Norway to Melbourne / composed by J. Rowlands",https://trove.nla.gov.au/work/11067129,"Rowlands, J. (Jabez), 1850-1921",1907,Book,http://nla.gov.au/nla.obj-107199677,nla.obj-107199677,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
Descriptions of some new species of South Australian pulmonifera : Description of new species of belemnite from the mesozoic strata of central Australia / by Ralph Tate,https://trove.nla.gov.au/work/11075929,"Tate, Ralph, 1840-1901",1880,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2601391247,nla.obj-2601391247,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,6,Book,,,
