title,url,contributors,date,format,fulltext_url,trove_id,language,rights,pages,form,volume,parent,children
"The universal conchologist : exhibiting the figure of every known shell, accurately drawn, and painted after nature, with a new systematic arrangement / by the author, Thomas Martyn = Le conchologiste universel : montrant la figure de chaque coquille, aujourd'hui connue, soigneusement dessinée, et peinte d'apres nature / le tout arrangé selon le systeme de l'auteur Thomas Martyn",https://trove.nla.gov.au/work/11080878,"Martyn, Thomas, 1735-1825",1784-1789,Book|Book/Illustrated,https://nla.gov.au/nla.obj-82333949,nla.obj-82333949,English,No known copyright restrictions,100,Multi Volume Book,,,
Advice of a hundred doctors on tight-lacing / edited by E.W. Cole,https://trove.nla.gov.au/work/11109762,"Cole, E. W. (Edward William), 1832-1918",1893,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2840762968,nla.obj-2840762968,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,160,Book,,,
"[Publications of the Presbyterian Church in Queensland, 1864-1879]",https://trove.nla.gov.au/work/11111643,Presbyterian Church of Queensland,1864-1879,Book,https://nla.gov.au/nla.obj-2784403162,nla.obj-2784403162,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,386,Book,,,
"This present Wednesday April 6, 1831 will be performed the tragedy of Isabella, or, The fatal marriage ... To which will be added (3d time) a new melo-drama called Neuha's cave, or, The South Sea mutineers. Partly founded on Lord Byron's poem ""The Island""  ..",https://trove.nla.gov.au/work/11126966,Covent Garden Theatre,1831,Book,http://nla.gov.au/nla.obj-39851419,nla.obj-39851419,,,18,Book,,,
"This present Saturday, December 2, 1786 will be performed a comedy called He wou'd be a soldier ... To which will be added ... Omai, or, A trip round the world ..",https://trove.nla.gov.au/work/11127043,Covent Garden Theatre,1786,Book,http://nla.gov.au/nla.obj-39850812,nla.obj-39850812,,,18,Book,,,
"At the Theatre Royal in Covent Garden this present Monday, May 8, 1786 The Duenna ... To which will be added (for the 47th time) a new pantomime called Omai, or, A trip round the world..",https://trove.nla.gov.au/work/11127121,"O'Keeffe, John, 1747-1833",1786,Book,http://nla.gov.au/nla.obj-39850711,nla.obj-39850711,,,18,Book,,,
"At the Theatre Royal, Covent Garden this present Friday, January 20, 1786 will be presented (not acted these six years) the revived comedy of The mistake ... To which will be added (for the 27th time) a new pantomime called Omai, or, A trip round the world ..",https://trove.nla.gov.au/work/11127344,"Vanbrugh, John, 1664-1726",1786,Book,http://nla.gov.au/nla.obj-39850010,nla.obj-39850010,,,18,Book,,,
An Account of the new pantomime called Omai or A trip round the world : performed last night for the first time at Covent Garden Theatre,https://trove.nla.gov.au/work/11127496,"Loutherbourg, Philippe Jacques de, 1740-1812",1785,Book,http://nla.gov.au/nla.obj-39851512,nla.obj-39851512,,,18,Book,,,
"Account of Omai, a new pantomime : [review]",https://trove.nla.gov.au/work/11127699,"O'Keeffe, John, 1747-1833",1785,Book,http://nla.gov.au/nla.obj-39850918,nla.obj-39850918,,,18,Book,,,
"Omai : playbills and criticisms, 1785-6",https://trove.nla.gov.au/work/11127967,Covent Garden Theatre,1779-1833,Book,https://nla.gov.au/nla.obj-39850007,nla.obj-39850007,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,18,Book,,,
"This evening, Tuesday, Nov. 5, 1833 Their Majesties servants will perform the grand operatic play of The exile ... After which will be performed (6th time) a grand melo-dramatic romance called Prince Lee Boo ..",https://trove.nla.gov.au/work/11128246,"Theatre Royal, Drury Lane (London England)",1833,Book,https://nla.gov.au/nla.obj-20522239,nla.obj-20522239,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
A short account of missionary labours on one of the islands of New Hebrides group / by a Missionary's Wife,https://trove.nla.gov.au/work/11133335,"Paton, Maggie H",1876,Book,http://nla.gov.au/nla.obj-153746539,nla.obj-153746539,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,48,Book,,,
"Souvenir of the opening of the Hawkesbury Bridge, May 1st, 1899",https://trove.nla.gov.au/work/11137639,,1889,Book/Illustrated|Government publication|Book,http://nla.gov.au/nla.obj-403711522,nla.obj-403711522,,,20,Book,,,
South Australia and Western Australia / by Anthony Trollope,https://trove.nla.gov.au/work/11153713,"Trollope, Anthony, 1815-1882",1874-1875,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2839312656,nla.obj-2839312656,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,162,Book,,,
The occurrence of opals in Central Australia and Queensland / James R.M. Robertson,https://trove.nla.gov.au/work/11153725,"Robertson, James R. M",1882,Book|Book/Illustrated,https://nla.gov.au/nla.obj-189519067,nla.obj-189519067,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
"How to write signs, tickets, and posters : with numerous engravings and diagrams / edited by Paul N. Hasluck",https://trove.nla.gov.au/work/11161569,"Hasluck, Paul N. (Paul Nooncree), 1854-1931",1895-1919,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2818114971,nla.obj-2818114971,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,166,Book,,,
"70 years : the story of seventy years development of one of Australia's great industries : H. V. McKay Massey Harris Pty. Ltd, Sunshine Harvester Works",https://trove.nla.gov.au/work/11174309,H.V. McKay-Massey Harris Pty Ltd,1954,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2176875086,nla.obj-2176875086,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,36,Book,,,
"Abstract and analysis of the evidence taken by a Select Committee of the Legislative Assembly of Victoria, in the case of George Dunmore Lang, late Manager, and Frederic Lee Drake, late accountant, of the branch Bank of New South Wales at Ballaarat : with explanatory notes and observations, together with reports on the evidence ... ..",https://trove.nla.gov.au/work/11179694,"Lang, John Dunmore, 1799-1878",1857,Book|Article/Other article|Article,http://nla.gov.au/nla.obj-412255342,nla.obj-412255342,,,104,Multi Volume Book,1,nla.obj-412253504,
"Abstract and analysis of the evidence taken by a Select Committee of the Legislative Assembly of Victoria, in the case of George Dunmore Lang, late Manager, and Frederic Lee Drake, late accountant, of the branch Bank of New South Wales at Ballaarat : with explanatory notes and observations, together with reports on the evidence ... ..",https://trove.nla.gov.au/work/11179694,"Lang, John Dunmore, 1799-1878",1857,Book|Article/Other article|Article,http://nla.gov.au/nla.obj-75124485,nla.obj-75124485,,,104,Multi Volume Book,2,nla.obj-412253504,
"Abstract and analysis of the evidence taken by a Select Committee of the Legislative Assembly of Victoria, in the case of George Dunmore Lang, late Manager, and Frederic Lee Drake, late accountant, of the branch Bank of New South Wales at Ballaarat : with explanatory notes and observations, together with reports on the evidence ... ..",https://trove.nla.gov.au/work/11179694,"Lang, John Dunmore, 1799-1878",1857,Book|Article/Other article|Article,http://nla.gov.au/nla.obj-412253504,nla.obj-412253504,,,0,Multi Volume Book,,,nla.obj-412255342|nla.obj-75124485
"Compensation and rehabilitation in Australia : report of the National Committee of Inquiry, July 1974",https://trove.nla.gov.au/work/11183259,Australia. National Committee of Inquiry on Compensation and Rehabilitation in Australia,1974,Government publication|Book|Article,https://nla.gov.au/nla.obj-1082505731,nla.obj-1082505731,,,3,Book,,,
Descriptive Australia and federal guide / by Zetetic,https://trove.nla.gov.au/work/11197274,Zetetic,1880-1889,Book|Book/Illustrated,http://nla.gov.au/nla.obj-447071616,nla.obj-447071616,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,202,Book,,,
"Rural, regional and remote health : a guide to remoteness classifications",https://trove.nla.gov.au/work/11209612,Australian Institute of Health and Welfare,2004,Government publication|Book|Book/Illustrated,https://nla.gov.au/nla.obj-721900852,nla.obj-721900852,,,0,Digital Publication,,,
Preparedness and repairable item management : linking logistics and air power / Michelle Maclean,https://trove.nla.gov.au/work/11255700,"Maclean, Michelle",1994,Government publication|Book|Book/Illustrated,https://nla.gov.au/nla.obj-669596457,nla.obj-669596457,,,0,Digital Publication,,,
"Debate in the Legislative Council of Melbourne, Victoria, on the Melbourne & Hobson's Bay Railway Act Amendment Bill, 2nd and 3rd June, 1863",https://trove.nla.gov.au/work/11273995,Victoria. Parliament. Legislative Council,1863,Book,https://nla.gov.au/nla.obj-72718731,nla.obj-72718731,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
"Australasia illustrated / edited by Andrew Garran ; illustrated by leading Australian and American artists, under the supervision of Frederic B. Schell, with over eight hundred engravings on wood",https://trove.nla.gov.au/work/1127534,"Garran, Andrew, 1825-1901",1880-1892,Book|Book/Illustrated|Unpublished,http://nla.gov.au/nla.obj-187355711,nla.obj-187355711,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,0,Book,,,
Report on state revenue sharing relativities 2004 review / Commonwealth Grants Commission,https://trove.nla.gov.au/work/11278613,Commonwealth Grants Commission (Australia),2004,Article|Article/Journal or magazine article|Government publication|Book,https://nla.gov.au/nla.obj-1128862284,nla.obj-1128862284,,,148,Journal,,,
"Bugs, birds, bettongs and bush : conserving habitats for Tasmania's native animals / Sarah Lloyd",https://trove.nla.gov.au/work/11284552,"Lloyd, Sarah (Sarah Jane), 1955-",2003-2013,Government publication|Article/Report|Book/Illustrated|Article|Book,https://nla.gov.au/nla.obj-1382370233,nla.obj-1382370233,,,0,Digital Publication,,,
The Derwent River sludge study 1989-1990 : Overview report,https://trove.nla.gov.au/work/11290804,Tasmania. Division of Environmental Management,1991,Book/Illustrated|Government publication|Book,https://nla.gov.au/nla.obj-1297048080,nla.obj-1297048080,,,0,Digital Publication,,,
"The Whole truth : being still ""later papers"" in the case of Dr. Frederick Beer, containing a resume of the moral assassination of which he has been a victim for more than twenty-one years",https://trove.nla.gov.au/work/11293211,"Beer, Frederick",1877,Book,http://nla.gov.au/nla.obj-382720462,nla.obj-382720462,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,30,Book,,,
"The aims and objects of a literature society : being the inaugural address to the Australian Literature Society on accepting the office of President, 23rd March, 1903 / by Henry Gyles Turner",https://trove.nla.gov.au/work/11295148,"Turner, Henry Gyles, 1831-1920",1903,Book,http://nla.gov.au/nla.obj-74696830,nla.obj-74696830,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,44,Book,,,
Designs of leadlights / by Thompson & Harvey Ltd,https://trove.nla.gov.au/work/11295284,Thompson & Harvey,1920-1939,Book|Book/Illustrated,http://nla.gov.au/nla.obj-52793588,nla.obj-52793588,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,12,Book,,,
Angling in Australia and elsewhere / by Howard Joseland,https://trove.nla.gov.au/work/11295432,"Joseland, Howard, 1860-1930",1921-2002,Book|Book/Illustrated,https://nla.gov.au/nla.obj-698447,nla.obj-698447,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,158,Book,,,
Australian pioneers and reminiscences together with portraits of some of the founders of Australia / by Nehemiah Bartley ; edited by J.J. Knight ; illustrated,https://trove.nla.gov.au/work/11298003,"Bartley, Nehemiah, 1830?-1894",1886-1900,Book|Book/Illustrated|Microform,http://nla.gov.au/nla.obj-28494546,nla.obj-28494546,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,486,Book,,,
"The Burke and Wills exploring expedition : an account of the crossing the continent of Australia, from Cooper's Creek to Carpentaria, with biographical sketches of Robert O'Hara Burke and William John Wills",https://trove.nla.gov.au/work/11299937,"Burke, Robert O'Hara, 1821-1861",1861,Book/Illustrated|Book,http://nla.gov.au/nla.obj-396883876,nla.obj-396883876,,,46,Multi Volume Book,1,nla.obj-396866331,
"The Burke and Wills exploring expedition : an account of the crossing the continent of Australia, from Cooper's Creek to Carpentaria, with biographical sketches of Robert O'Hara Burke and William John Wills",https://trove.nla.gov.au/work/11299937,"Burke, Robert O'Hara, 1821-1861",1861,Book/Illustrated|Book,http://nla.gov.au/nla.obj-61875251,nla.obj-61875251,,,46,Multi Volume Book,2,nla.obj-396866331,
"The Burke and Wills exploring expedition : an account of the crossing the continent of Australia, from Cooper's Creek to Carpentaria, with biographical sketches of Robert O'Hara Burke and William John Wills",https://trove.nla.gov.au/work/11299937,"Burke, Robert O'Hara, 1821-1861",1861,Book/Illustrated|Book,http://nla.gov.au/nla.obj-396866331,nla.obj-396866331,,,0,Multi Volume Book,,,nla.obj-396883876|nla.obj-61875251
"A contribution to the geology and petrography of Bathurst, New South Wales / by J. Milne Curran",https://trove.nla.gov.au/work/11302209,"Curran, J. Milne",1891,Book|Book/Illustrated,http://nla.gov.au/nla.obj-392011236,nla.obj-392011236,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,76,Book,,,
Dreams in flower / Louise Mack,https://trove.nla.gov.au/work/11303571,"Mack, Louise, 1870-1935",1901,Book,https://nla.gov.au/nla.obj-1733286434,nla.obj-1733286434,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,58,Book,,,
"Fayette, or, Bush revels : an original Australian comic opera, in three acts / written by J. Brunton Stephens ; composed by G.B. Allen",https://trove.nla.gov.au/work/11304656,"Stephens, J. Brunton (James Brunton), 1835-1902",1892,Book,http://nla.gov.au/nla.obj-77278569,nla.obj-77278569,,,52,Book,,,
"Fifty years of progress in Australia, 1878-1928 / edited by Aidan de Brune",https://trove.nla.gov.au/work/11304812,"De Brune, Aidan, 1879?-1944",1929,Book|Book/Illustrated,https://nla.gov.au/nla.obj-35789843,nla.obj-35789843,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,336,Book,,,
Frank Clune : author and ethnological anachronism / by Bartlett Adamson,https://trove.nla.gov.au/work/11305556,"Adamson, Bartlett, 1884-1951",1943-1944,Book,http://nla.gov.au/nla.obj-363314079,nla.obj-363314079,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,32,Book,,,
"A geographical dictionary, or, Gazetteer of the Australian colonies : their physical and political geography, together with a brief notice of all the capitals, principal towns, and villages, also of rivers, bays, gulfs, mountains, population and general statistics / by William Henry Wells ; illustrated with numberous maps and drawings",https://trove.nla.gov.au/work/11306031,"Wells, William Henry, 1817?-1860",1848-2008,Book/Illustrated|Book|Government publication,http://nla.gov.au/nla.obj-230993634,nla.obj-230993634,,,0,Picture,,,
Gordon : the Australian poet / by Rev. J.J. Malone,https://trove.nla.gov.au/work/11306686,"Malone, J. J. (James Joseph)",1900-1929,Book,https://nla.gov.au/nla.obj-364810746,nla.obj-364810746,English,In Copyright,36,Book,,,
Five golden rings and a diamond / Marie Seltenrych,https://trove.nla.gov.au/work/11306887,"Seltenrych, Marie",2004-2016,Book,https://nla.gov.au/nla.obj-678686732,nla.obj-678686732,,,0,Digital Publication,,,
Report by the Minister of State for Defence on the military occupation of the German New Guinea possessions,https://trove.nla.gov.au/work/11308160,Australia. Department of Defence,1921-1983,Book|Government publication|Book/Illustrated|Microform|Article,http://nla.gov.au/nla.obj-40965307,nla.obj-40965307,,,25,Book,,,
